"CASE_ID","STATE","COUNTY","VEH_MOD_YEAR","VEH_BRAND","VEH_MODEL","VEH_CATEGORY","LATITUDE","LONGITUDE","ACC_TS","ACC_TOD","ACC_LOC","LIGHT_COND","WEATHER","AGE","SEX","DRINKING_FLAG","DRUGS_FLAG","SEAT_POS","IMPACT_LOC","FIRE_FLAG","HARM_EV_TYPE","COLL_EV_TYPE","HELMET_PRESENT","HELMET_MISUSE","INJURY"
120669,"Florida","BROWARD",2001,"Honda","CBR600","Motorcycle",26.16235556,-80.16249167,2020-03-28 06:12:00,"Early Morning","Non-Junction","Dark - Lighted","Clear",35,"Male","No","Yes","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120673,"Florida","PALM BEACH",2004,"Yamaha","XVS650/A/C/AC/AT/ATC/V Star 650","Motorcycle",26.62874444,-80.09355833,2020-03-19 21:53:00,"Night","Four-Way Intersection","Dark - Lighted","Clear",27,"Male","Yes","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
120686,"Florida","ORANGE",2012,"Suzuki","GSX-R750L","Motorcycle",28.47540556,-81.283325,2020-03-25 17:53:00,"Evening","T-Intersection","Daylight","Clear",26,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120688,"Florida","MARION",1992,"Harley Davidson","FLHS","Motorcycle",29.03818611,-81.8366,2020-03-21 18:10:00,"Evening","Non-Junction","Daylight","Clear",54,"Female","No","Yes","Rider","Right","No","Tree (Standing Only)","Fixed/Not Fixed Object Collision","No","None Used","Death"
120690,"Florida","POLK",2008,"Harley Davidson","Heritage Softail Classic","Motorcycle",28.16481944,-81.63165833,2020-03-19 09:27:00,"Morning","Four-Way Intersection","Daylight","Clear",74,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120699,"Florida","ORANGE",2016,"Honda","VT1300 (Fury)","Motorcycle",28.351825,-81.235725,2020-03-21 19:55:00,"Evening","Intersection-Related","Dark - Not Lighted","Clear",32,"Male","Yes","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120702,"Florida","BAY",2013,"Harley Davidson","Electra Glide Classic","Motorcycle",30.18071111,-85.71701667,2020-04-02 21:07:00,"Night","Four-Way Intersection","Dark - Lighted","Clear",56,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120706,"Florida","PALM BEACH",2015,"Harley Davidson","CVO Road Glide Ultra","Motorcycle",26.80095833,-80.19792222,2020-01-30 18:51:00,"Evening","Non-Junction","Dark - Lighted","Clear",54,"Male","Not Reported","Not Reported","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120710,"Florida","WALTON",2019,"Kawasaki","Ninja 400","Motorcycle",30.74528056,-86.21068611,2020-03-28 00:20:00,"Night","Non-Junction","Dark - Not Lighted","Clear",46,"Male","No","Yes","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","Yes","No","Death"
120711,"Florida","MIAMI-DADE",2001,"Kawasaki","ZRX 1200R","Motorcycle",25.93050278,-80.20468056,2020-01-26 20:33:00,"Evening","Entrance/Exit Ramp Related","Dark - Lighted","Clear",31,"Male","Yes","Yes","Rider","Right-Front Side","No","Concrete Traffic Barrier","Fixed/Not Fixed Object Collision","Yes","No","Death"
120712,"Florida","CHARLOTTE",2016,"Harley Davidson","FLHTCUTG / TRI GLIDE ULTRA","Motorcycle",26.90935833,-82.02553611,2020-03-28 16:15:00,"Afternoon","Intersection-Related","Daylight","Clear",70,"Male","Yes","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120719,"Florida","MANATEE",2017,"Harley Davidson","FLHTCUTG / TRI GLIDE ULTRA","Motorcycle",27.52176667,-82.52368889,2020-03-11 14:25:00,"Afternoon","Non-Junction","Daylight","Clear",76,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120719,"Florida","MANATEE",2017,"Harley Davidson","FLHTCUTG / TRI GLIDE ULTRA","Motorcycle",27.52176667,-82.52368889,2020-03-11 14:25:00,"Afternoon","Non-Junction","Daylight","Clear",71,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Serious"
120720,"Florida","BREVARD",2015,"Harley Davidson","Ultra Limited Low","Motorcycle",28.41054722,-80.75523889,2020-03-10 11:58:00,"Morning","T-Intersection","Daylight","Cloudy",51,"Male","No","No","Rider","Left","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120736,"Florida","ORANGE",2006,"Suzuki","GSX-R1000","Motorcycle",28.56532778,-81.15798889,2020-03-26 17:08:00,"Evening","T-Intersection","Daylight","Clear",53,"Male","No","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120739,"Florida","ORANGE",2003,"Honda","CBR600","Motorcycle",28.60101944,-81.32228056,2020-04-01 06:57:00,"Early Morning","Driveway Access Related","Dawn","Clear",39,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120741,"Florida","BROWARD",2017,"Yamaha","FZ07A","Motorcycle",26.02934167,-80.37345278,2020-03-24 02:45:00,"Night","Non-Junction","Dark - Lighted","Clear",22,"Male","Yes","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
120741,"Florida","BROWARD",2011,"Yamaha","YZF-R6","Motorcycle",26.02934167,-80.37345278,2020-03-24 02:45:00,"Night","Non-Junction","Dark - Lighted","Clear",19,"Male","Not Reported","Not Reported","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Serious"
120742,"Florida","VOLUSIA",2005,"Harley Davidson","Softail Springer","Motorcycle",29.32736667,-81.11968056,2020-03-13 12:15:00,"Afternoon","Non-Junction","Daylight","Cloudy",60,"Male","No","Yes","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120743,"Florida","MIAMI-DADE",2008,"Honda","CBR1000","Motorcycle",25.76150278,-80.32108056,2020-03-22 06:30:00,"Early Morning","Other location within Interchange Area","Dawn","Clear",26,"Male","No","No","Rider","Left","No","Concrete Traffic Barrier","Fixed/Not Fixed Object Collision","Yes","No","Minor"
120743,"Florida","MIAMI-DADE",2008,"Honda","CBR1000","Motorcycle",25.76150278,-80.32108056,2020-03-22 06:30:00,"Early Morning","Other location within Interchange Area","Dawn","Clear",23,"Female","Not Reported","Not Reported","Pillion","Left","No","Concrete Traffic Barrier","Fixed/Not Fixed Object Collision","No","None Used","Death"
120747,"Florida","VOLUSIA",2020,"Harley Davidson","XG750 / Street 750","Motorcycle",28.86936667,-81.2535,2020-03-27 17:26:00,"Evening","Intersection-Related","Daylight","Clear",23,"Female","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
120749,"Florida","PALM BEACH",2016,"Harley Davidson","FLS103 / SOFTAIL SLIM","Motorcycle",26.3621,-80.18718889,2020-04-09 17:52:00,"Evening","Non-Junction","Daylight","Clear",31,"Male","Yes","Not Reported","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
120750,"Florida","DUVAL",2003,"Suzuki","GSX-R600K","Motorcycle",30.38678056,-81.76803056,2020-04-11 19:30:00,"Evening","Non-Junction","Dusk","Clear",51,"Male","No","Yes","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120751,"Florida","DE SOTO",2019,"Harley Davidson","FLRT / FREEWHEELER","Motorcycle",27.270975,-81.83559444,2020-03-13 14:11:00,"Afternoon","Non-Junction","Daylight","Clear",75,"Male","No","No","Rider","Not Reported","No","Ditch","Fixed/Not Fixed Object Collision","No","None Used","Death"
120752,"Florida","VOLUSIA",2019,"Harley Davidson","FLHXSE / CVO STREET GLIDE","Motorcycle",29.12530556,-81.07267222,2020-02-26 02:57:00,"Night","Non-Junction","Dark - Not Lighted","Clear",60,"Male","No","No","Rider","Non-Collision","No","Fell/Jumped from Vehicle","Fixed/Not Fixed Object Collision","No","None Used","Death"
120754,"Florida","PASCO",1985,"Honda","CH150","Motorcycle",28.23003056,-82.20536389,2020-03-05 15:38:00,"Afternoon","Non-Junction","Daylight","Clear",87,"Male","No","No","Rider","Right-Front Side","No","Pedestrian","Fixed/Not Fixed Object Collision","No","None Used","Death"
120757,"Florida","BREVARD",2020,"Harley Davidson","FLTRXS / Road Glide Special","Motorcycle",28.66558889,-80.90900556,2020-04-01 16:57:00,"Afternoon","Non-Junction","Daylight","Clear",50,"Male","No","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Death"
120760,"Florida","MIAMI-DADE",2017,"Ducati","SuperSport / Supersport S","Motorcycle",25.55877778,-80.38890833,2020-03-28 20:50:00,"Evening","Intersection-Related","Dark - Lighted","Clear",33,"Male","No","Yes","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
120762,"Florida","HILLSBOROUGH",2013,"Suzuki","GSX-R1000L/GSX-R1000ZL","Motorcycle",27.92926944,-82.47630556,2020-04-04 11:04:00,"Morning","T-Intersection","Daylight","Clear",31,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Pedalcyclist","Fixed/Not Fixed Object Collision","Yes","No","Death"
120766,"Florida","BREVARD",2020,"Yamaha","YZ125","Motorcycle",27.94153056,-80.70421667,2020-04-11 17:50:00,"Evening","Non-Junction","Daylight","Clear",18,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Serious"
120766,"Florida","BREVARD",2020,"Yamaha","YZ125","Motorcycle",27.94153056,-80.70421667,2020-04-11 17:50:00,"Evening","Non-Junction","Daylight","Clear",18,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Serious"
120768,"Florida","PUTNAM",2015,"Harley Davidson","Street Glide Special","Motorcycle",29.65158333,-81.94871944,2020-03-14 12:20:00,"Afternoon","Non-Junction","Daylight","Clear",54,"Male","No","Yes","Rider","Right-Front Side","No","Culvert","Fixed/Not Fixed Object Collision","No","None Used","Death"
120770,"Florida","ORANGE",2005,"Honda","CBR600","Motorcycle",28.43019167,-81.40454444,2020-03-20 17:21:00,"Evening","Entrance/Exit Ramp Related","Daylight","Clear",27,"Male","No","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120775,"Florida","OKALOOSA",1995,"Harley Davidson","FLSTF / Fat Boy","Motorcycle",30.38791667,-86.43883889,2020-04-05 20:11:00,"Evening","Non-Junction","Dark - Lighted","Clear",37,"Male","No","Yes","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120783,"Florida","MANATEE",2012,"Yamaha","XV1700A/AT/ATS/AS","Motorcycle",27.47376111,-82.22759444,2020-04-02 11:39:00,"Morning","Non-Junction","Daylight","Clear",68,"Male","No","Yes","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
120790,"Florida","POLK",2013,"Suzuki","GSX-R1000L","Motorcycle",28.12914444,-81.48726944,2020-04-02 21:16:00,"Night","Non-Junction","Dark - Lighted","Clear",60,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","Yes","No","Death"
120794,"Florida","BREVARD",2005,"Harley Davidson","FLTRI / Road Glide","Motorcycle",27.88081667,-80.53809444,2020-04-09 18:12:00,"Evening","Non-Junction","Daylight","Clear",64,"Male","No","No","Rider","Right-Front Side","No","Traffic Sign Support","Fixed/Not Fixed Object Collision","No","None Used","Minor"
120794,"Florida","BREVARD",2005,"Harley Davidson","FLTRI / Road Glide","Motorcycle",27.88081667,-80.53809444,2020-04-09 18:12:00,"Evening","Non-Junction","Daylight","Clear",51,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Traffic Sign Support","Fixed/Not Fixed Object Collision","No","None Used","Death"
120797,"Florida","MARTIN",2005,"Suzuki","AN400 / AN400S","Motorcycle",27.25556667,-80.19781111,2020-04-04 21:20:00,"Night","Intersection-Related","Dark - Lighted","Clear",29,"Male","No","Yes","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120800,"Florida","MIAMI-DADE",2016,"Suzuki","GSX-R750L","Motorcycle",25.67203889,-80.38114167,2020-04-02 21:22:00,"Night","Driveway Access Related","Dark - Not Lighted","Clear",24,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120800,"Florida","MIAMI-DADE",2016,"Suzuki","GSX-R750L","Motorcycle",25.67203889,-80.38114167,2020-04-02 21:22:00,"Night","Driveway Access Related","Dark - Not Lighted","Clear",23,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120802,"Florida","PALM BEACH",2014,"Yamaha","FZ09","Motorcycle",26.72124444,-80.11066944,2020-04-10 22:41:00,"Night","Intersection-Related","Dark - Lighted","Clear",36,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120802,"Florida","PALM BEACH",2014,"Yamaha","FZ09","Motorcycle",26.72124444,-80.11066944,2020-04-10 22:41:00,"Night","Intersection-Related","Dark - Lighted","Clear",34,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Serious"
120808,"Florida","POLK",2004,"Suzuki","GSX1300RK","Motorcycle",27.93795,-81.79606667,2020-02-13 18:55:00,"Evening","T-Intersection","Dark - Lighted","Clear",66,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
120817,"Florida","MIAMI-DADE",2004,"Yamaha","XVS1100 / V Star 1100","Motorcycle",25.781375,-80.23946944,2020-03-08 01:02:00,"Night","T-Intersection","Dark - Lighted","Clear",41,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120818,"Florida","VOLUSIA",2013,"Triumph","Thunderbird","Motorcycle",29.18159722,-81.04233611,2020-03-13 22:02:00,"Night","T-Intersection","Dark - Not Lighted","Clear",55,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Death"
120818,"Florida","VOLUSIA",2013,"Triumph","Thunderbird","Motorcycle",29.18159722,-81.04233611,2020-03-13 22:02:00,"Night","T-Intersection","Dark - Not Lighted","Clear",52,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Serious"
120819,"Florida","OSCEOLA",2009,"Harley Davidson","FXDB / Dyna Street Bob","Motorcycle",28.28117222,-81.42420278,2020-03-15 23:30:00,"Night","Y-Intersection","Dark - Lighted","Clear",30,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120833,"Florida","MIAMI-DADE",2005,"Honda","VT1100C2 (SHADOW SABRE)","Motorcycle",25.84803333,-80.29225556,2020-04-13 15:05:00,"Afternoon","Four-Way Intersection","Daylight","Clear",28,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120835,"Florida","ALACHUA",2015,"Honda","INTERCEPTOR","Motorcycle",29.65384167,-82.31025556,2020-01-26 16:42:00,"Afternoon","Four-Way Intersection","Daylight","Clear",32,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120837,"Florida","MIAMI-DADE",2000,"Other","Other","Motorcycle",25.566175,-80.39245556,2020-04-05 23:45:00,"Night","Non-Junction","Dark - Lighted","Clear",26,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","No","None Used","Death"
120840,"Florida","DUVAL",2005,"Suzuki","GSX-R1000","Motorcycle",30.30878056,-81.52581667,2020-04-06 17:15:00,"Evening","T-Intersection","Daylight","Clear",28,"Male","No","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
120849,"Florida","BROWARD",2008,"Harley Davidson","Electra Glide Ultra Classic","Motorcycle",26.06786944,-80.43417778,2020-04-19 14:20:00,"Afternoon","Non-Junction","Daylight","Clear",33,"Male","No","No","Rider","Non-Collision","No","Fell/Jumped from Vehicle","Fixed/Not Fixed Object Collision","No","None Used","None"
120849,"Florida","BROWARD",2008,"Harley Davidson","Electra Glide Ultra Classic","Motorcycle",26.06786944,-80.43417778,2020-04-19 14:20:00,"Afternoon","Non-Junction","Daylight","Clear",33,"Female","Not Reported","Not Reported","Pillion","Non-Collision","No","Fell/Jumped from Vehicle","Fixed/Not Fixed Object Collision","No","None Used","Death"
120850,"Florida","PALM BEACH",2009,"Yamaha","YZF-R1","Motorcycle",26.65179167,-80.11518056,2020-04-16 17:06:00,"Evening","Non-Junction","Daylight","Cloudy",28,"Male","Not Reported","Not Reported","Rider","Non-Collision","No","Fell/Jumped from Vehicle","Fixed/Not Fixed Object Collision","Yes","No","Death"
120853,"Florida","PALM BEACH",1986,"Honda","VT700C","Motorcycle",26.65203056,-80.07763056,2020-04-18 12:01:00,"Afternoon","Driveway Access","Daylight","Clear",36,"Male","No","Yes","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
120854,"Florida","PASCO",2007,"Yamaha","YZF-R6","Motorcycle",28.32510833,-82.18768056,2020-04-11 08:04:00,"Early Morning","Intersection-Related","Daylight","Clear",49,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120857,"Florida","MANATEE",2012,"Yamaha","YZF-R6","Motorcycle",27.49823056,-82.50445833,2020-03-27 16:13:00,"Afternoon","T-Intersection","Daylight","Clear",42,"Male","No","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120902,"Florida","PASCO",2019,"Indian Motorcycle","Chieftain Limited","Motorcycle",28.27908056,-82.64828056,2020-04-04 21:37:00,"Night","Non-Junction","Dark - Not Lighted","Clear",42,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120913,"Florida","BRADFORD",2015,"Honda","GL1800","Motorcycle",29.95739444,-82.15549167,2020-04-26 10:40:00,"Morning","T-Intersection","Daylight","Clear",58,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120919,"Florida","PALM BEACH",2020,"TAOTAO","PONY","Motorcycle",26.63512778,-80.052125,2020-04-19 08:32:00,"Early Morning","Non-Junction","Daylight","Clear",21,"Male","Not Reported","Not Reported","Rider","Right","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120923,"Florida","PALM BEACH",2006,"Suzuki","GSX-R600","Motorcycle",26.35150556,-80.07046667,2020-03-14 05:20:00,"Night","Non-Junction","Dark - Lighted","Clear",28,"Male","No","No","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","No","None Used","Death"
120946,"Florida","INDIAN RIVER",2003,"Big Dog Motorcycles","Mastiff","Motorcycle",27.75198611,-80.43644167,2020-04-21 20:20:00,"Evening","T-Intersection","Dark - Lighted","Clear",56,"Male","Not Reported","Not Reported","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
120954,"Florida","MIAMI-DADE",2009,"Yamaha","YW125 / Zuma 125","Motorcycle",25.55168611,-80.37130833,2020-04-25 05:58:00,"Night","Non-Junction","Dark - Not Lighted","Cloudy",35,"Male","Not Reported","Not Reported","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
120955,"Florida","OKALOOSA",2008,"Buell","BLAST","Motorcycle",30.38725,-86.43644444,2020-05-02 13:25:00,"Afternoon","Non-Junction","Daylight","Clear",20,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
120957,"Florida","HILLSBOROUGH",2019,"KTM","390 Duke","Motorcycle",27.93764167,-82.26712778,2020-03-24 18:52:00,"Evening","Non-Junction","Daylight","Clear",32,"Male","No","No","Rider","Right-Front Side","No","Pedestrian","Fixed/Not Fixed Object Collision","Yes","No","Minor"
120962,"Florida","OSCEOLA",2017,"Harley Davidson","FLHX / STREET GLIDE","Motorcycle",28.14493333,-81.07570278,2020-04-19 13:41:00,"Afternoon","Non-Junction","Daylight","Clear",50,"Female","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Serious"
120962,"Florida","OSCEOLA",2015,"Indian Motorcycle","Chieftan","Motorcycle",28.14493333,-81.07570278,2020-04-19 13:41:00,"Afternoon","Non-Junction","Daylight","Clear",72,"Male","No","No","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","No","None Used","Death"
120964,"Florida","LEE",2016,"Harley Davidson","FLHXSE / CVO STREET GLIDE","Motorcycle",26.36514167,-81.85628611,2020-05-01 19:03:00,"Evening","Non-Junction","Dusk","Clear",65,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Parked Motor Vehicle","Fixed/Not Fixed Object Collision","No","None Used","Death"
120968,"Florida","BREVARD",2017,"Suzuki","GSX-R1000L7/GSX-R1000AL7","Motorcycle",28.12061944,-80.70391111,2020-05-04 19:13:00,"Evening","Driveway Access","Daylight","Clear",31,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120976,"Florida","BROWARD",2008,"Honda","CBR1000","Motorcycle",26.13502222,-80.14416667,2020-05-01 14:17:00,"Afternoon","Four-Way Intersection","Daylight","Clear",23,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120977,"Florida","MIAMI-DADE",9999,"Unknown","Unknown","Motorcycle",25.83785833,-80.22519167,2020-04-29 20:42:00,"Evening","Four-Way Intersection","Dark - Lighted","Clear",34,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
120983,"Florida","BROWARD",2006,"Suzuki","GSX-R600","Motorcycle",26.16684444,-80.25663889,2020-04-23 21:55:00,"Night","Four-Way Intersection","Dark - Lighted","Clear",24,"Male","No","No","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Death"
120988,"Florida","HILLSBOROUGH",2006,"Honda","CBR600","Motorcycle",27.98138056,-82.17035833,2020-05-04 16:20:00,"Afternoon","Intersection-Related","Daylight","Clear",30,"Male","No","Yes","Rider","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","Yes","No","Serious"
120988,"Florida","HILLSBOROUGH",2006,"Honda","CBR600","Motorcycle",27.98138056,-82.17035833,2020-05-04 16:20:00,"Afternoon","Intersection-Related","Daylight","Clear",40,"Male","Not Reported","Not Reported","Pillion","Non-Collision","No","Rollover/Overturn","Fixed/Not Fixed Object Collision","No","None Used","Death"
120990,"Florida","VOLUSIA",2016,"Yamaha","XSR900","Motorcycle",29.40906944,-81.09846389,2020-03-28 23:20:00,"Night","Non-Junction","Dark - Not Lighted","Clear",57,"Male","No","No","Rider","Right-Front Side","No","Tree (Standing Only)","Fixed/Not Fixed Object Collision","Yes","No","Death"
120993,"Florida","LAKE",2007,"Yamaha","XVS1300 V Star 1300","Motorcycle",28.89173611,-81.68676111,2020-05-02 22:31:00,"Night","T-Intersection","Dark - Not Lighted","Clear",53,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
120995,"Florida","GILCHRIST",2004,"Kawasaki","Ninja ZX-10R","Motorcycle",29.57817778,-82.69333889,2020-04-29 20:36:00,"Evening","Non-Junction","Dark - Not Lighted","Clear",34,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Sideswipe - Same Direction","Yes","No","Death"
121013,"Florida","DUVAL",2019,"Kawasaki","Ninja ZX-6R","Motorcycle",30.22384167,-81.80878611,2020-05-10 01:50:00,"Night","Non-Junction","Dark - Lighted","Clear",26,"Male","Yes","No","Rider","Not Reported","No","Post, Pole or Other Supports","Fixed/Not Fixed Object Collision","Yes","No","Death"
121019,"Florida","MIAMI-DADE",2019,"Harley Davidson","FLHX / STREET GLIDE","Motorcycle",25.6723,-80.37319444,2020-02-09 23:28:00,"Night","Intersection-Related","Dark - Lighted","Clear",39,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Curb","Fixed/Not Fixed Object Collision","Yes","No","Death"
121020,"Florida","LEON",2000,"Honda","VT600CD (SHADOW VLX DELUXE)","Motorcycle",30.45611667,-84.34491944,2020-04-03 11:39:00,"Morning","Four-Way Intersection","Daylight","Clear",22,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
121020,"Florida","LEON",2000,"Honda","VT600CD (SHADOW VLX DELUXE)","Motorcycle",30.45611667,-84.34491944,2020-04-03 11:39:00,"Morning","Four-Way Intersection","Daylight","Clear",20,"Female","Not Reported","Not Reported","Pillion","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Possible"
121023,"Florida","BROWARD",2017,"Suzuki","GSX-R600L7","Motorcycle",26.08506667,-80.20305,2020-05-10 01:54:00,"Night","Entrance/Exit Ramp Related","Dark - Lighted","Clear",29,"Male","Yes","No","Rider","Right-Front Side","Yes","Concrete Traffic Barrier","Fixed/Not Fixed Object Collision","Yes","No","Death"
121027,"Florida","OKALOOSA",2017,"Honda","MSX125/Grom","Motorcycle",30.47307778,-86.40199444,2020-05-12 07:13:00,"Early Morning","Four-Way Intersection","Daylight","Clear",22,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Front-to-Front","Yes","No","Death"
121029,"Florida","JACKSON",2001,"Honda","VT1100C (SHADOW SPIRIT 1100)","Motorcycle",30.89829722,-85.52306667,2020-05-05 15:20:00,"Afternoon","Non-Junction","Daylight","Clear",24,"Male","No","No","Rider","Back","No","Motor Vehicle In-Transport","Front-to-Rear","Yes","No","Death"
121034,"Florida","ESCAMBIA",2007,"Kawasaki","Ninja ZX-10R","Motorcycle",30.38534722,-87.29489722,2020-05-07 20:05:00,"Evening","Four-Way Intersection","Dark - Lighted","Clear",22,"Male","Not Reported","Not Reported","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","Yes","No","Death"
121035,"Florida","PINELLAS",1979,"Harley Davidson","Harley-Davidson Street 750","Motorcycle",27.78654444,-82.67937222,2020-05-02 20:19:00,"Evening","Non-Junction","Dusk","Clear",56,"Male","Not Reported","Not Reported","Rider","Right","No","Motor Vehicle In-Transport","Sideswipe - Same Direction","No","None Used","Death"
121035,"Florida","PINELLAS",1979,"Harley Davidson","Harley-Davidson Street 750","Motorcycle",27.78654444,-82.67937222,2020-05-02 20:19:00,"Evening","Non-Junction","Dusk","Clear",46,"Female","Not Reported","Not Reported","Pillion","Right","No","Motor Vehicle In-Transport","Sideswipe - Same Direction","Yes","No","Minor"
121046,"Florida","PASCO",1985,"Honda","GL1200 (GOLDWING)","Motorcycle",28.29933056,-82.20428889,2020-03-24 19:01:00,"Evening","T-Intersection","Daylight","Clear",55,"Male","No","No","Rider","Right-Front Side","No","Motor Vehicle In-Transport","Angle","No","None Used","Death"
